feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,class
-0.8375703148158872,0.3657126146597851,-1.39160599032477,0.3824123125592936,-0.887262281135228,0.6623007964695184,-0.39214821207218065,-1.1643607309828998,-1.7877761907623253,-0.12928052232148773,0.33907573644816863,-0.2343853503637246,-0.7726419634333482,1.689901111162639,0.9977079878101826,0.06090647205734869,0.0321015535639146,-0.188783396052719,0.7355572833050991,-1.6469313758871216,-0.4746903592452175,-0.46331628431173827,-0.7654535970974452,-1.1741924989470307,0.5921744507767336,1.644206293253121,0.7101026418395681,1.1660775264130105,-0.3264244715177536,-1.2342628243740157,2.3276187020341133,-0.3966699172353938,0.502794344663141,0.9401849003517875,-1.160907051137237,-0.6866050101926294,0.2585497091184809,-0.2661863857478981,0.6692707490519094,0.5532626583414701,0.0
0.7791128659287311,-0.05445835986108309,-1.7656140877090982,-0.6782459109179185,-0.1659987584817498,-0.6990697868069105,-0.5190176361696449,0.2331560809751698,0.2842401813240799,0.4357055860875274,0.3757205483015367,1.9314322553692935,-1.1526686162629893,-0.30183768710980885,0.24428096796990226,0.6345750843139171,0.5616184504501127,-0.7883234354125919,0.46425071708332055,0.02702052128851949,-0.42961522599932306,-1.6534106465353104,0.5670227828742933,0.29140353502893934,-0.0008843043478333235,-1.0880081171386908,-1.7601039088915575,-0.21690490390113704,0.34672813314887435,2.0783819477733028,-1.563118089945603,-0.0959941656226744,0.7555279098750913,0.38658738114566443,0.038453994318688546,-1.0835147515197063,-0.28177424742037027,-0.08717590019296234,0.4533892960710644,-2.179876300074274,0.0
-0.34501294350799416,0.07944045251993609,3.0252953513140697,-0.38778411894983433,0.8471980916645266,0.10071517553900819,-0.8359339944883469,0.011349931662914599,2.5994683241657794,-0.3225614507542116,-0.13421130631612146,0.9071991154707499,-1.085814866733006,0.35721068603391776,-0.07314181725853151,0.5825962372950988,0.9242460902467249,1.6105219964221618,0.3877409731915112,0.40783492914216113,-1.754499379516806,0.9003472165076261,1.0724758188591976,0.25569728903071925,0.3010487577746734,-0.45628841573997897,-1.124717940302195,-1.1307640111105808,0.16339555101747505,-0.61088034237392,0.0550263018713883,-0.3427562832082938,-0.5293668255430155,0.08781456082308998,-0.3851588149143816,-0.8102521673510439,-0.7730195612466888,1.0783659682250284,-1.2001278487230227,-0.31512371278685175,0.0
0.1989908618416585,-0.22623329179410723,-0.2557985998686897,-0.3462567484737875,0.3505035529192141,-1.1659924249300122,-0.21287109164785734,-1.2044510311192393,-0.19164116185501523,-2.1971009674452753,-0.5945145148435651,-0.307392554904113,-0.6163496741474004,-1.1169663079087582,1.3403550189224311,-0.7999204246516032,-1.252196232488668,0.7950737348494796,-0.5116935021786561,0.8154902936379194,-0.5888004323866597,-0.6173999146130256,-0.942907805836974,0.8171321444005684,0.7675627017343849,1.2153994098364231,0.7355206710247734,1.367372908233373,-0.8089398150789173,-0.2136700231895919,0.5000880020856883,-1.1192671269485905,1.4789047107039945,0.08464043997597985,-1.3532940651185177,-0.08138177981746608,-2.232170224476453,-0.9188925089429477,0.1204566785798467,0.6390321231039405,0.0
-0.255621660294021,0.19334834842337234,-0.5128029406518074,-0.29927610878352773,-1.167870466724548,-0.3873747298337291,-0.3878784717555607,0.9917062103592346,-1.023417252850837,0.21048308781180622,0.6730649020679209,0.2818787882738944,0.014474739052623807,0.31891338869885427,-0.9085428611700159,-0.29187716491782384,0.9346142729072288,-3.284448622250638,-0.4143386357780378,-1.576881822874293,0.6732822149569386,0.8486650455111852,-0.5014125547348333,1.0188115815788374,-0.9025546316913786,0.11576203963528597,-0.39880090369874666,0.05848234865601979,0.7502923279769801,-0.1110654098244844,0.8713086037543943,-1.0583498164749445,-0.7916856579627574,-0.6833492391893622,-0.03663923932338586,-1.6845975492728082,-0.021379061865974852,-1.751193246053958,-0.006640383773209145,1.113144226158722,0.0
-0.7361738214237211,-0.6625753176747028,0.5022392070232207,0.7684764508501494,-0.5009002450574886,-0.2615962438905127,-0.4125872842048791,-0.8586840665796945,-0.44315420530393973,0.6444818050052393,0.2996330944823977,-1.0787045335466445,-0.7483517103456938,0.26268619907957264,-1.725417403160692,-0.581207389647129,-0.7763322295862075,-0.9055218718280015,-0.6869865229757152,1.6101735217049244,-0.23864403823531727,0.1942399215599978,0.24734699380017405,-0.573884049459168,0.11221429146771139,1.533875518586864,1.5061743181096094,-1.1508667205718885,-1.54620563757907,-1.4914339176595965,0.3791642023569097,0.576607129477008,-0.302782853089424,-1.0690402301052286,-0.2734067268241597,-0.9518389766053019,-0.07445780240008346,-0.02025243760608973,0.8531836849791715,-2.6584874343823097,0.0
1.9641533874484685,-1.1821219872688589,-0.722016042253546,0.9291852230963683,0.1550683730138295,0.11215404672171123,0.6097040270872748,0.10320050696347442,0.21484167992191427,-0.13022404108437008,2.9768301174349476,2.3129665309526493,0.45542344836082505,2.2414233815220825,1.8474177774955889,1.4193866553915424,0.012381717537058544,2.2478270127375644,0.11263403689203608,-0.014032967412128021,0.017059088314297782,-2.057538612029169,0.0253875950160892,1.0379794344868924,-0.47151054470639614,-0.9034320845001144,0.5061613872525832,0.8622361422312927,-0.108449437884234,-0.954235484299069,-1.9926985616614419,0.07636435875641333,-1.6626586136784898,-0.3080737005823871,-1.166733031333986,1.701855933388326,1.0222128099806833,-1.2806369794654762,-1.1294621893462298,0.5687523241149196,1.0
0.39433841438010925,1.3854032092108386,-0.6319632499497915,-0.9441568664391676,-0.22666926320838462,0.04573048360120348,-1.382828358449738,-1.5771288363053395,0.4718688663617984,1.2191400273287258,0.5420759942318384,-0.514424575979937,-0.7770059228408213,-2.0195828994991207,-0.921738196875307,-1.466109934893761,0.19861551781591527,1.5769169264244196,0.6722928006525967,0.39976569294898473,-2.5012389233741494,-1.6880604778212782,-1.9680425344110875,0.31955649045648304,0.8277112310158262,-0.687747949868248,0.6477548934642225,-1.2065510290841885,-0.0602561403394506,0.6604539744119979,-0.49843676073495785,-0.2577034271454078,1.0943340176287963,1.3480496832117723,-1.2347921188234054,-1.6932508649796951,0.5238207843957721,0.8469538738263584,0.7363614923611953,0.7367286663457934,0.0
0.7069906062425526,-1.4644655653775953,0.022850075987994864,0.043377600128188754,0.9150584178803334,-0.4401838497798498,-0.4655183489762222,1.0301394416464547,0.9793197791696909,-0.32819982983603424,-0.2623576430952924,0.6655320518241162,-0.07246809881408456,-0.944289227577892,1.2703645906908876,0.15244642911926934,-0.4703616355462214,-2.3106299949639917,-0.8819027574344058,-0.29455046179839,0.20625233555184086,-0.6030867024228743,-0.7859812711471671,0.1796518102390498,-0.36511654692934364,0.8453728949816781,-0.5500296490345276,1.1891179792216433,0.6217697990340466,-0.7617093596698508,-0.03721943271672508,-1.0764320850750293,-1.1995057471946071,0.10841397556743998,2.9989916678575748,-1.4923187422512485,1.705322845295302,0.45084493430104716,1.5437279335220282,0.7484980058309618,0.0
-0.9008407960106567,0.6697289783241883,-1.1959930502636302,-0.8471614840152487,-0.34092035638661466,-1.276279753651274,0.001754602358137635,1.7346012247046279,0.29962534513534905,-0.3216815748910407,0.6801680753739096,0.2257672138076556,-0.425233616892476,-0.46122648090006735,0.5253727642219866,-1.2623291043523652,0.6148207179884502,0.16260722254582294,-0.8260051731293317,-0.15866028790960263,-0.05755314715505063,0.5539133667039057,-0.5524598723726653,-0.16187902532992685,-0.17920526987960378,1.6355145355115193,1.3876244636174764,-1.1555400726185527,0.6952634868985277,-1.9897819307915545,-0.05832703379961309,-0.4784398232515996,-1.1010843830633785,2.215956212741181,-1.501113867919917,0.055577517131022436,0.6630672519954383,0.2960924076090395,-0.8035707550048228,-1.1248508457858117,0.0
